,iteration,prompt_version,start,end,type,wh_counter,wh_trap,delta,delta_us,delta_min,avg_wh_counter,avg_wh_trap
118,9,V23,2026-04-18 05:18:07.984560+02:00,2026-04-18 05:18:14.486950+02:00,cluster,1.0,0.7155555555555555,6502390.0,6502390.0,0.10837316666666667,553.6425837269067,396.1620265779198
119,9,V23,2026-04-18 05:18:14.486965+02:00,2026-04-18 05:29:53.089047+02:00,global,82.0,82.10777777777778,698602082.0,698602082.0,11.643368033333333,422.558145196023,423.11354004811
120,9,V41,2026-04-18 05:29:53.089070+02:00,2026-04-18 05:30:05.356269+02:00,cluster,2.0,1.391111111111111,12267199.0,12267199.0,0.20445331666666666,586.9310508454294,408.24315314359865
121,9,V41,2026-04-18 05:30:05.356284+02:00,2026-04-18 05:41:53.946066+02:00,global,82.0,83.23444444444445,708589782.0,708589782.0,11.8098297,416.6021123911719,422.8737241373317
122,9,V43c,2026-04-18 05:41:53.946100+02:00,2026-04-18 05:42:09.393583+02:00,cluster,2.0,1.6191666666666666,15447483.0,15447483.0,0.25745805,466.0953502910474,377.3430273397938
123,9,V43c,2026-04-18 05:42:09.393597+02:00,2026-04-18 05:54:17.149463+02:00,global,84.0,85.22111111111111,727755866.0,727755866.0,12.129264433333333,415.5239608882795,421.56444809748876
124,9,V29,2026-04-18 05:54:17.149497+02:00,2026-04-18 05:54:26.571285+02:00,cluster,1.0,0.933888888888889,9421788.0,9421788.0,0.1570298,382.09308042167794,356.83248232713373
125,9,V29,2026-04-18 05:54:26.571299+02:00,2026-04-18 06:07:10.723422+02:00,global,89.0,89.74194444444444,764152123.0,764152123.0,12.735868716666667,419.28824164243014,422.7836189627389
126,9,V31,2026-04-18 06:07:10.723462+02:00,2026-04-18 06:07:22.454107+02:00,cluster,2.0,1.1547222222222222,11730645.0,11730645.0,0.19551075,613.776991802241,354.37096596137724
127,9,V31,2026-04-18 06:07:22.454121+02:00,2026-04-18 06:19:56.875039+02:00,global,89.0,88.79472222222222,754420918.0,754420918.0,12.573681966666667,424.69660153299196,423.717042267908
128,9,V44b,2026-04-18 06:19:56.875075+02:00,2026-04-18 06:20:11.355280+02:00,cluster,2.0,1.6352777777777778,14480205.0,14480205.0,0.24133675,497.230529540155,406.5550176948462
129,9,V44b,2026-04-18 06:20:11.355294+02:00,2026-04-18 06:33:23.080392+02:00,global,92.0,91.82305555555556,791725098.0,791725098.0,13.1954183,418.32701885623436,417.52244666115155
